year,site,siteid,species,treeid,trw,bai,radius,age,awc100,pH,BS,C.N,tmean,prec,dri,co2
1973,Aosta,AOS,spruce,AOSpcab5,1.36,3.82,4.5,62,81.8,6.1,98.1,15,13.25,334,-297,329.5
1974,Aosta,AOS,spruce,AOSpcab5,0.89,2.53,4.6,63,81.8,6.1,98.1,15,12.98,220,-450,330.1
1975,Aosta,AOS,spruce,AOSpcab5,1.49,4.4,4.8,64,81.8,6.1,98.1,15,12.68,438,-226,331
1976,Aosta,AOS,spruce,AOSpcab5,0.91,2.76,4.9,65,81.8,6.1,98.1,15,12.93,271,-348,332
1977,Aosta,AOS,spruce,AOSpcab5,2.22,6.94,5.1,66,81.8,6.1,98.1,15,11.7,643,95,333.7
1978,Aosta,AOS,spruce,AOSpcab5,2.78,9.13,5.4,67,81.8,6.1,98.1,15,11.66,271,-385,335.3
1979,Aosta,AOS,spruce,AOSpcab5,2.27,7.82,5.6,68,81.8,6.1,98.1,15,12.19,172,-475,336.7
1980,Aosta,AOS,spruce,AOSpcab5,3.45,12.5,6,69,81.8,6.1,98.1,15,12.02,248,-383,338.5
1981,Aosta,AOS,spruce,AOSpcab5,2.95,11.28,6.2,70,81.8,6.1,98.1,15,12.75,703,90,339.8
1982,Aosta,AOS,spruce,AOSpcab5,2.1,8.32,6.5,71,81.8,6.1,98.1,15,13.28,407,-262,341
1983,Aosta,AOS,spruce,AOSpcab5,2.76,11.41,6.7,72,81.8,6.1,98.1,15,12.74,481,-147,342.6
1984,Aosta,AOS,spruce,AOSpcab5,2.02,8.61,6.9,73,81.8,6.1,98.1,15,11.79,410,-222,344.3
1985,Aosta,AOS,spruce,AOSpcab5,3.13,13.87,7.2,74,81.8,6.1,98.1,15,13.05,291,-421,345.7
1986,Aosta,AOS,spruce,AOSpcab5,1.61,7.4,7.4,75,81.8,6.1,98.1,15,12.95,545,-93,347
1987,Aosta,AOS,spruce,AOSpcab5,1.38,6.47,7.5,76,81.8,6.1,98.1,15,13.45,351,-306,348.8
1988,Aosta,AOS,spruce,AOSpcab5,2.48,11.88,7.8,77,81.8,6.1,98.1,15,13.24,293,-344,351.3
1989,Aosta,AOS,spruce,AOSpcab5,1.53,7.55,7.9,78,81.8,6.1,98.1,15,13.44,376,-294,352.8
1990,Aosta,AOS,spruce,AOSpcab5,0.67,3.35,8,79,81.8,6.1,98.1,15,13.73,150,-546,354
1991,Aosta,AOS,spruce,AOSpcab5,1.41,7.15,8.2,80,81.8,6.1,98.1,15,13.83,312,-345,355.5
1992,Aosta,AOS,spruce,AOSpcab5,2.32,12.03,8.4,81,81.8,6.1,98.1,15,13.89,446,-148,356.3
1993,Aosta,AOS,spruce,AOSpcab5,1.75,9.3,8.6,82,81.8,6.1,98.1,15,13.46,539,-88,357
1994,Aosta,AOS,spruce,AOSpcab5,2.44,13.23,8.8,83,81.8,6.1,98.1,15,13.55,495,-159,358.9
1995,Aosta,AOS,spruce,AOSpcab5,2.91,16.34,9.1,84,81.8,6.1,98.1,15,13.51,426,-178,360.9
1996,Aosta,AOS,spruce,AOSpcab5,2.04,11.77,9.3,85,81.8,6.1,98.1,15,13.41,282,-319,362.7
1997,Aosta,AOS,spruce,AOSpcab5,1.96,11.49,9.5,86,81.8,6.1,98.1,15,13.84,317,-296,363.8
1998,Aosta,AOS,spruce,AOSpcab5,1.28,7.61,9.6,87,81.8,6.1,98.1,15,14.18,395,-239,365.5
1999,Aosta,AOS,spruce,AOSpcab5,1.43,8.7,9.8,88,81.8,6.1,98.1,15,14.24,484,-98,367
2000,Aosta,AOS,spruce,AOSpcab5,1.36,8.39,9.9,89,81.8,6.1,98.1,15,14.48,582,-49,368.5
2001,Aosta,AOS,spruce,AOSpcab5,2.25,14.13,10.1,90,81.8,6.1,98.1,15,13.51,440,-146,370
2002,Aosta,AOS,spruce,AOSpcab5,1.97,12.64,10.3,91,81.8,6.1,98.1,15,13.93,684,131,371.5
2003,Aosta,AOS,spruce,AOSpcab5,1.38,9,10.5,92,81.8,6.1,98.1,15,15.85,201,-538,373
2004,Aosta,AOS,spruce,AOSpcab5,0.98,6.4,10.6,93,81.8,6.1,98.1,15,14.24,317,-326,374.6
2005,Aosta,AOS,spruce,AOSpcab5,1.02,6.79,10.7,94,81.8,6.1,98.1,15,14.14,344,-301,377.1
2006,Aosta,AOS,spruce,AOSpcab5,0.77,5.17,10.7,95,81.8,6.1,98.1,15,14.61,444,-244,378.8
1957,Aosta,AOS,spruce,AOSpcab6,0.44,1.04,3.8,46,81.8,6.1,98.1,15,12.45,434,-214,315.1
1958,Aosta,AOS,spruce,AOSpcab6,0.58,1.39,3.8,47,81.8,6.1,98.1,15,13.39,388,-305,315.7
1959,Aosta,AOS,spruce,AOSpcab6,0.51,1.24,3.9,48,81.8,6.1,98.1,15,14.39,290,-428,315.8
1960,Aosta,AOS,spruce,AOSpcab6,1.31,3.25,4,49,81.8,6.1,98.1,15,13.68,497,-194,316.8
1961,Aosta,AOS,spruce,AOSpcab6,1.21,3.1,4.1,50,81.8,6.1,98.1,15,14.78,304,-445,317.5
1962,Aosta,AOS,spruce,AOSpcab6,1.59,4.21,4.3,51,81.8,6.1,98.1,15,14.18,226,-526,318.3
1963,Aosta,AOS,spruce,AOSpcab6,1.25,3.42,4.4,52,81.8,6.1,98.1,15,13.83,350,-343,318.8
1964,Aosta,AOS,spruce,AOSpcab6,2.02,5.73,4.6,53,81.8,6.1,98.1,15,14.6,395,-277,319.4
1965,Aosta,AOS,spruce,AOSpcab6,1.67,4.93,4.8,54,81.8,6.1,98.1,15,13.3,549,-78,319.9
1966,Aosta,AOS,spruce,AOSpcab6,1.15,3.5,4.9,55,81.8,6.1,98.1,15,13.99,318,-351,321.2
1967,Aosta,AOS,spruce,AOSpcab6,1.38,4.31,5,56,81.8,6.1,98.1,15,13.96,315,-353,322
1968,Aosta,AOS,spruce,AOSpcab6,0.5,1.59,5.1,57,81.8,6.1,98.1,15,13.22,463,-146,322.9
1969,Aosta,AOS,spruce,AOSpcab6,1.75,5.69,5.3,58,81.8,6.1,98.1,15,13.29,518,-108,324.5
1970,Aosta,AOS,spruce,AOSpcab6,0.8,2.67,5.3,59,81.8,6.1,98.1,15,13.68,265,-441,325.5
1971,Aosta,AOS,spruce,AOSpcab6,1.57,5.35,5.5,60,81.8,6.1,98.1,15,13.61,235,-434,326.2
1972,Aosta,AOS,spruce,AOSpcab6,1.98,6.97,5.7,61,81.8,6.1,98.1,15,12.37,334,-289,327.3
1973,Aosta,AOS,spruce,AOSpcab6,0.94,3.39,5.8,62,81.8,6.1,98.1,15,13.25,334,-297,329.5
1974,Aosta,AOS,spruce,AOSpcab6,0.84,3.08,5.9,63,81.8,6.1,98.1,15,12.98,220,-450,330.1
1975,Aosta,AOS,spruce,AOSpcab6,1.76,6.6,6.1,64,81.8,6.1,98.1,15,12.68,438,-226,331
1976,Aosta,AOS,spruce,AOSpcab6,0.87,3.33,6.1,65,81.8,6.1,98.1,15,12.93,271,-348,332
1977,Aosta,AOS,spruce,AOSpcab6,3.24,12.83,6.5,66,81.8,6.1,98.1,15,11.7,643,95,333.7
1978,Aosta,AOS,spruce,AOSpcab6,3.87,16.19,6.9,67,81.8,6.1,98.1,15,11.66,271,-385,335.3
1979,Aosta,AOS,spruce,AOSpcab6,2.15,9.4,7.1,68,81.8,6.1,98.1,15,12.19,172,-475,336.7
1980,Aosta,AOS,spruce,AOSpcab6,3.19,14.48,7.4,69,81.8,6.1,98.1,15,12.02,248,-383,338.5
1981,Aosta,AOS,spruce,AOSpcab6,2.11,9.93,7.6,70,81.8,6.1,98.1,15,12.75,703,90,339.8
1982,Aosta,AOS,spruce,AOSpcab6,1.18,5.68,7.7,71,81.8,6.1,98.1,15,13.28,407,-262,341
1983,Aosta,AOS,spruce,AOSpcab6,2.33,11.46,7.9,72,81.8,6.1,98.1,15,12.74,481,-147,342.6
1984,Aosta,AOS,spruce,AOSpcab6,2.13,10.78,8.2,73,81.8,6.1,98.1,15,11.79,410,-222,344.3
1985,Aosta,AOS,spruce,AOSpcab6,2.47,12.86,8.4,74,81.8,6.1,98.1,15,13.05,291,-421,345.7
1986,Aosta,AOS,spruce,AOSpcab6,1.59,8.48,8.6,75,81.8,6.1,98.1,15,12.95,545,-93,347
1987,Aosta,AOS,spruce,AOSpcab6,0.66,3.51,8.6,76,81.8,6.1,98.1,15,13.45,351,-306,348.8
1988,Aosta,AOS,spruce,AOSpcab6,1.64,8.92,8.8,77,81.8,6.1,98.1,15,13.24,293,-344,351.3
1989,Aosta,AOS,spruce,AOSpcab6,1.09,6.06,8.9,78,81.8,6.1,98.1,15,13.44,376,-294,352.8
1990,Aosta,AOS,spruce,AOSpcab6,0.69,3.82,9,79,81.8,6.1,98.1,15,13.73,150,-546,354
1991,Aosta,AOS,spruce,AOSpcab6,1.63,9.27,9.1,80,81.8,6.1,98.1,15,13.83,312,-345,355.5
1992,Aosta,AOS,spruce,AOSpcab6,2.52,14.6,9.4,81,81.8,6.1,98.1,15,13.89,446,-148,356.3
1993,Aosta,AOS,spruce,AOSpcab6,2.76,16.51,9.7,82,81.8,6.1,98.1,15,13.46,539,-88,357
1994,Aosta,AOS,spruce,AOSpcab6,2.57,15.81,9.9,83,81.8,6.1,98.1,15,13.55,495,-159,358.9
1995,Aosta,AOS,spruce,AOSpcab6,3.02,19.04,10.2,84,81.8,6.1,98.1,15,13.51,426,-178,360.9
1996,Aosta,AOS,spruce,AOSpcab6,1.14,7.36,10.3,85,81.8,6.1,98.1,15,13.41,282,-319,362.7
1997,Aosta,AOS,spruce,AOSpcab6,0.95,6.2,10.4,86,81.8,6.1,98.1,15,13.84,317,-296,363.8
1998,Aosta,AOS,spruce,AOSpcab6,0.64,4.14,10.5,87,81.8,6.1,98.1,15,14.18,395,-239,365.5
1999,Aosta,AOS,spruce,AOSpcab6,0.92,6.09,10.6,88,81.8,6.1,98.1,15,14.24,484,-98,367
2000,Aosta,AOS,spruce,AOSpcab6,0.84,5.61,10.7,89,81.8,6.1,98.1,15,14.48,582,-49,368.5
2001,Aosta,AOS,spruce,AOSpcab6,1.89,12.78,10.9,90,81.8,6.1,98.1,15,13.51,440,-146,370
2002,Aosta,AOS,spruce,AOSpcab6,1.55,10.65,11,91,81.8,6.1,98.1,15,13.93,684,131,371.5
2003,Aosta,AOS,spruce,AOSpcab6,0.73,5,11.1,92,81.8,6.1,98.1,15,15.85,201,-538,373
2004,Aosta,AOS,spruce,AOSpcab6,0.88,6.15,11.2,93,81.8,6.1,98.1,15,14.24,317,-326,374.6
2005,Aosta,AOS,spruce,AOSpcab6,0.69,4.86,11.2,94,81.8,6.1,98.1,15,14.14,344,-301,377.1
2006,Aosta,AOS,spruce,AOSpcab6,0.33,2.33,11.3,95,81.8,6.1,98.1,15,14.61,444,-244,378.8
1957,Aosta,AOS,spruce,AOSpcab7,1.39,3.56,4.1,46,81.8,6.1,98.1,15,12.45,434,-214,315.1
1958,Aosta,AOS,spruce,AOSpcab7,1.03,2.72,4.3,47,81.8,6.1,98.1,15,13.39,388,-305,315.7
1959,Aosta,AOS,spruce,AOSpcab7,1.45,3.91,4.4,48,81.8,6.1,98.1,15,14.39,290,-428,315.8
1960,Aosta,AOS,spruce,AOSpcab7,2.94,8.39,4.7,49,81.8,6.1,98.1,15,13.68,497,-194,316.8
1961,Aosta,AOS,spruce,AOSpcab7,3.16,9.62,5,50,81.8,6.1,98.1,15,14.78,304,-445,317.5
1962,Aosta,AOS,spruce,AOSpcab7,1.37,4.37,5.1,51,81.8,6.1,98.1,15,14.18,226,-526,318.3
1963,Aosta,AOS,spruce,AOSpcab7,2.52,8.34,5.4,52,81.8,6.1,98.1,15,13.83,350,-343,318.8
1964,Aosta,AOS,spruce,AOSpcab7,2.11,7.29,5.6,53,81.8,6.1,98.1,15,14.6,395,-277,319.4
1965,Aosta,AOS,spruce,AOSpcab7,0.64,2.27,5.7,54,81.8,6.1,98.1,15,13.3,549,-78,319.9
1966,Aosta,AOS,spruce,AOSpcab7,1.94,7.03,5.9,55,81.8,6.1,98.1,15,13.99,318,-351,321.2
1967,Aosta,AOS,spruce,AOSpcab7,1.26,4.69,6,56,81.8,6.1,98.1,15,13.96,315,-353,322
1968,Aosta,AOS,spruce,AOSpcab7,1,3.76,6.1,57,81.8,6.1,98.1,15,13.22,463,-146,322.9
1969,Aosta,AOS,spruce,AOSpcab7,1.52,5.89,6.2,58,81.8,6.1,98.1,15,13.29,518,-108,324.5
1970,Aosta,AOS,spruce,AOSpcab7,1.25,4.95,6.4,59,81.8,6.1,98.1,15,13.68,265,-441,325.5
1971,Aosta,AOS,spruce,AOSpcab7,1.55,6.27,6.5,60,81.8,6.1,98.1,15,13.61,235,-434,326.2
1972,Aosta,AOS,spruce,AOSpcab7,1.63,6.76,6.7,61,81.8,6.1,98.1,15,12.37,334,-289,327.3
1973,Aosta,AOS,spruce,AOSpcab7,1.11,4.7,6.8,62,81.8,6.1,98.1,15,13.25,334,-297,329.5
1974,Aosta,AOS,spruce,AOSpcab7,0.6,2.53,6.9,63,81.8,6.1,98.1,15,12.98,220,-450,330.1
1975,Aosta,AOS,spruce,AOSpcab7,1.01,4.38,7,64,81.8,6.1,98.1,15,12.68,438,-226,331
1976,Aosta,AOS,spruce,AOSpcab7,0.54,2.37,7,65,81.8,6.1,98.1,15,12.93,271,-348,332
1977,Aosta,AOS,spruce,AOSpcab7,0.73,3.23,7.1,66,81.8,6.1,98.1,15,11.7,643,95,333.7
1978,Aosta,AOS,spruce,AOSpcab7,1.05,4.71,7.2,67,81.8,6.1,98.1,15,11.66,271,-385,335.3
1979,Aosta,AOS,spruce,AOSpcab7,0.75,3.4,7.3,68,81.8,6.1,98.1,15,12.19,172,-475,336.7
1980,Aosta,AOS,spruce,AOSpcab7,1.6,7.33,7.4,69,81.8,6.1,98.1,15,12.02,248,-383,338.5
1981,Aosta,AOS,spruce,AOSpcab7,1.91,9.02,7.6,70,81.8,6.1,98.1,15,12.75,703,90,339.8
1982,Aosta,AOS,spruce,AOSpcab7,1.03,4.96,7.7,71,81.8,6.1,98.1,15,13.28,407,-262,341
1983,Aosta,AOS,spruce,AOSpcab7,1.64,7.98,7.9,72,81.8,6.1,98.1,15,12.74,481,-147,342.6
1984,Aosta,AOS,spruce,AOSpcab7,1.26,6.29,8,73,81.8,6.1,98.1,15,11.79,410,-222,344.3
1985,Aosta,AOS,spruce,AOSpcab7,1.63,8.28,8.2,74,81.8,6.1,98.1,15,13.05,291,-421,345.7
1986,Aosta,AOS,spruce,AOSpcab7,0.83,4.28,8.3,75,81.8,6.1,98.1,15,12.95,545,-93,347
1987,Aosta,AOS,spruce,AOSpcab7,0.58,3.02,8.3,76,81.8,6.1,98.1,15,13.45,351,-306,348.8
1988,Aosta,AOS,spruce,AOSpcab7,1.12,5.83,8.4,77,81.8,6.1,98.1,15,13.24,293,-344,351.3
1989,Aosta,AOS,spruce,AOSpcab7,0.68,3.61,8.5,78,81.8,6.1,98.1,15,13.44,376,-294,352.8
1990,Aosta,AOS,spruce,AOSpcab7,0.41,2.19,8.5,79,81.8,6.1,98.1,15,13.73,150,-546,354
1991,Aosta,AOS,spruce,AOSpcab7,1.04,5.61,8.6,80,81.8,6.1,98.1,15,13.83,312,-345,355.5
1992,Aosta,AOS,spruce,AOSpcab7,1.19,6.5,8.8,81,81.8,6.1,98.1,15,13.89,446,-148,356.3
1993,Aosta,AOS,spruce,AOSpcab7,1.32,7.31,8.9,82,81.8,6.1,98.1,15,13.46,539,-88,357
1994,Aosta,AOS,spruce,AOSpcab7,1.16,6.52,9,83,81.8,6.1,98.1,15,13.55,495,-159,358.9
1995,Aosta,AOS,spruce,AOSpcab7,1.08,6.14,9.1,84,81.8,6.1,98.1,15,13.51,426,-178,360.9
1996,Aosta,AOS,spruce,AOSpcab7,0.95,5.41,9.2,85,81.8,6.1,98.1,15,13.41,282,-319,362.7
1997,Aosta,AOS,spruce,AOSpcab7,1.12,6.51,9.3,86,81.8,6.1,98.1,15,13.84,317,-296,363.8
1998,Aosta,AOS,spruce,AOSpcab7,0.81,4.76,9.4,87,81.8,6.1,98.1,15,14.18,395,-239,365.5
1999,Aosta,AOS,spruce,AOSpcab7,1.07,6.29,9.5,88,81.8,6.1,98.1,15,14.24,484,-98,367
2000,Aosta,AOS,spruce,AOSpcab7,1,6,9.6,89,81.8,6.1,98.1,15,14.48,582,-49,368.5
2001,Aosta,AOS,spruce,AOSpcab7,1.24,7.47,9.7,90,81.8,6.1,98.1,15,13.51,440,-146,370
2002,Aosta,AOS,spruce,AOSpcab7,1.2,7.37,9.9,91,81.8,6.1,98.1,15,13.93,684,131,371.5
2003,Aosta,AOS,spruce,AOSpcab7,0.49,3.04,9.9,92,81.8,6.1,98.1,15,15.85,201,-538,373
2004,Aosta,AOS,spruce,AOSpcab7,0.5,3.11,10,93,81.8,6.1,98.1,15,14.24,317,-326,374.6
2005,Aosta,AOS,spruce,AOSpcab7,0.61,3.82,10,94,81.8,6.1,98.1,15,14.14,344,-301,377.1
2006,Aosta,AOS,spruce,AOSpcab7,0.45,2.77,10.1,95,81.8,6.1,98.1,15,14.61,444,-244,378.8
1957,Aosta,AOS,spruce,AOSpcab8,1.42,2.61,3,46,81.8,6.1,98.1,15,12.45,434,-214,315.1
1958,Aosta,AOS,spruce,AOSpcab8,0.99,1.91,3.1,47,81.8,6.1,98.1,15,13.39,388,-305,315.7
1959,Aosta,AOS,spruce,AOSpcab8,1.63,3.28,3.3,48,81.8,6.1,98.1,15,14.39,290,-428,315.8
1960,Aosta,AOS,spruce,AOSpcab8,1.47,3.1,3.4,49,81.8,6.1,98.1,15,13.68,497,-194,316.8
1961,Aosta,AOS,spruce,AOSpcab8,1.86,4.12,3.6,50,81.8,6.1,98.1,15,14.78,304,-445,317.5
1962,Aosta,AOS,spruce,AOSpcab8,1.19,2.73,3.7,51,81.8,6.1,98.1,15,14.18,226,-526,318.3
1963,Aosta,AOS,spruce,AOSpcab8,1.91,4.6,3.9,52,81.8,6.1,98.1,15,13.83,350,-343,318.8
1964,Aosta,AOS,spruce,AOSpcab8,1.65,4.16,4.1,53,81.8,6.1,98.1,15,14.6,395,-277,319.4
1965,Aosta,AOS,spruce,AOSpcab8,0.29,0.75,4.1,54,81.8,6.1,98.1,15,13.3,549,-78,319.9
1966,Aosta,AOS,spruce,AOSpcab8,1.6,4.2,4.3,55,81.8,6.1,98.1,15,13.99,318,-351,321.2
1967,Aosta,AOS,spruce,AOSpcab8,1.35,3.66,4.4,56,81.8,6.1,98.1,15,13.96,315,-353,322
1968,Aosta,AOS,spruce,AOSpcab8,0.69,1.93,4.5,57,81.8,6.1,98.1,15,13.22,463,-146,322.9
1969,Aosta,AOS,spruce,AOSpcab8,1.73,4.94,4.7,58,81.8,6.1,98.1,15,13.29,518,-108,324.5
1970,Aosta,AOS,spruce,AOSpcab8,1.11,3.28,4.8,59,81.8,6.1,98.1,15,13.68,265,-441,325.5
1971,Aosta,AOS,spruce,AOSpcab8,1.15,3.48,4.9,60,81.8,6.1,98.1,15,13.61,235,-434,326.2
1972,Aosta,AOS,spruce,AOSpcab8,1.42,4.39,5,61,81.8,6.1,98.1,15,12.37,334,-289,327.3
1973,Aosta,AOS,spruce,AOSpcab8,0.96,3.06,5.1,62,81.8,6.1,98.1,15,13.25,334,-297,329.5
1974,Aosta,AOS,spruce,AOSpcab8,0.74,2.4,5.2,63,81.8,6.1,98.1,15,12.98,220,-450,330.1
1975,Aosta,AOS,spruce,AOSpcab8,1.31,4.33,5.3,64,81.8,6.1,98.1,15,12.68,438,-226,331
1976,Aosta,AOS,spruce,AOSpcab8,0.83,2.8,5.4,65,81.8,6.1,98.1,15,12.93,271,-348,332
1977,Aosta,AOS,spruce,AOSpcab8,1.85,6.39,5.6,66,81.8,6.1,98.1,15,11.7,643,95,333.7
1978,Aosta,AOS,spruce,AOSpcab8,1.84,6.57,5.8,67,81.8,6.1,98.1,15,11.66,271,-385,335.3
1979,Aosta,AOS,spruce,AOSpcab8,1.28,4.7,5.9,68,81.8,6.1,98.1,15,12.19,172,-475,336.7
1980,Aosta,AOS,spruce,AOSpcab8,2.01,7.58,6.1,69,81.8,6.1,98.1,15,12.02,248,-383,338.5
1981,Aosta,AOS,spruce,AOSpcab8,2.36,9.22,6.3,70,81.8,6.1,98.1,15,12.75,703,90,339.8
1982,Aosta,AOS,spruce,AOSpcab8,1.2,4.82,6.5,71,81.8,6.1,98.1,15,13.28,407,-262,341
1983,Aosta,AOS,spruce,AOSpcab8,1.84,7.57,6.7,72,81.8,6.1,98.1,15,12.74,481,-147,342.6
1984,Aosta,AOS,spruce,AOSpcab8,1.33,5.61,6.8,73,81.8,6.1,98.1,15,11.79,410,-222,344.3
1985,Aosta,AOS,spruce,AOSpcab8,1.43,6.11,6.9,74,81.8,6.1,98.1,15,13.05,291,-421,345.7
1986,Aosta,AOS,spruce,AOSpcab8,1.01,4.42,7,75,81.8,6.1,98.1,15,12.95,545,-93,347
1987,Aosta,AOS,spruce,AOSpcab8,0.54,2.35,7.1,76,81.8,6.1,98.1,15,13.45,351,-306,348.8
1988,Aosta,AOS,spruce,AOSpcab8,0.96,4.25,7.2,77,81.8,6.1,98.1,15,13.24,293,-344,351.3
1989,Aosta,AOS,spruce,AOSpcab8,0.69,3.12,7.2,78,81.8,6.1,98.1,15,13.44,376,-294,352.8
1990,Aosta,AOS,spruce,AOSpcab8,0.4,1.78,7.3,79,81.8,6.1,98.1,15,13.73,150,-546,354
1991,Aosta,AOS,spruce,AOSpcab8,0.95,4.32,7.4,80,81.8,6.1,98.1,15,13.83,312,-345,355.5
1992,Aosta,AOS,spruce,AOSpcab8,1.01,4.71,7.5,81,81.8,6.1,98.1,15,13.89,446,-148,356.3
1993,Aosta,AOS,spruce,AOSpcab8,1.01,4.77,7.6,82,81.8,6.1,98.1,15,13.46,539,-88,357
1994,Aosta,AOS,spruce,AOSpcab8,0.78,3.73,7.7,83,81.8,6.1,98.1,15,13.55,495,-159,358.9
1995,Aosta,AOS,spruce,AOSpcab8,1.08,5.23,7.8,84,81.8,6.1,98.1,15,13.51,426,-178,360.9
1996,Aosta,AOS,spruce,AOSpcab8,0.74,3.57,7.8,85,81.8,6.1,98.1,15,13.41,282,-319,362.7
1997,Aosta,AOS,spruce,AOSpcab8,0.47,2.32,7.9,86,81.8,6.1,98.1,15,13.84,317,-296,363.8
1998,Aosta,AOS,spruce,AOSpcab8,0.55,2.68,7.9,87,81.8,6.1,98.1,15,14.18,395,-239,365.5
1999,Aosta,AOS,spruce,AOSpcab8,0.66,3.3,8,88,81.8,6.1,98.1,15,14.24,484,-98,367
2000,Aosta,AOS,spruce,AOSpcab8,0.68,3.38,8.1,89,81.8,6.1,98.1,15,14.48,582,-49,368.5
2001,Aosta,AOS,spruce,AOSpcab8,1.33,6.79,8.2,90,81.8,6.1,98.1,15,13.51,440,-146,370
2002,Aosta,AOS,spruce,AOSpcab8,0.85,4.35,8.3,91,81.8,6.1,98.1,15,13.93,684,131,371.5
2003,Aosta,AOS,spruce,AOSpcab8,0.48,2.45,8.3,92,81.8,6.1,98.1,15,15.85,201,-538,373
2004,Aosta,AOS,spruce,AOSpcab8,0.53,2.78,8.4,93,81.8,6.1,98.1,15,14.24,317,-326,374.6
2005,Aosta,AOS,spruce,AOSpcab8,0.49,2.53,8.4,94,81.8,6.1,98.1,15,14.14,344,-301,377.1
2006,Aosta,AOS,spruce,AOSpcab8,0.29,1.54,8.5,95,81.8,6.1,98.1,15,14.61,444,-244,378.8
1957,Aosta,AOS,spruce,AOSpcab9,3.54,16.68,7.7,46,81.8,6.1,98.1,15,12.45,434,-214,315.1
1958,Aosta,AOS,spruce,AOSpcab9,2.77,13.6,8,47,81.8,6.1,98.1,15,13.39,388,-305,315.7
1959,Aosta,AOS,spruce,AOSpcab9,2.78,14.13,8.2,48,81.8,6.1,98.1,15,14.39,290,-428,315.8
1960,Aosta,AOS,spruce,AOSpcab9,2.35,12.32,8.5,49,81.8,6.1,98.1,15,13.68,497,-194,316.8
1961,Aosta,AOS,spruce,AOSpcab9,3.79,20.61,8.8,50,81.8,6.1,98.1,15,14.78,304,-445,317.5
1962,Aosta,AOS,spruce,AOSpcab9,3.54,20.06,9.2,51,81.8,6.1,98.1,15,14.18,226,-526,318.3
1963,Aosta,AOS,spruce,AOSpcab9,4.16,24.58,9.6,52,81.8,6.1,98.1,15,13.83,350,-343,318.8
1964,Aosta,AOS,spruce,AOSpcab9,4.05,24.98,10,53,81.8,6.1,98.1,15,14.6,395,-277,319.4
1965,Aosta,AOS,spruce,AOSpcab9,0.52,3.28,10.1,54,81.8,6.1,98.1,15,13.3,549,-78,319.9
1966,Aosta,AOS,spruce,AOSpcab9,1.54,9.82,10.2,55,81.8,6.1,98.1,15,13.99,318,-351,321.2
1967,Aosta,AOS,spruce,AOSpcab9,2.19,14.22,10.4,56,81.8,6.1,98.1,15,13.96,315,-353,322
1968,Aosta,AOS,spruce,AOSpcab9,1.06,6.99,10.5,57,81.8,6.1,98.1,15,13.22,463,-146,322.9
1969,Aosta,AOS,spruce,AOSpcab9,2.32,15.55,10.8,58,81.8,6.1,98.1,15,13.29,518,-108,324.5
1970,Aosta,AOS,spruce,AOSpcab9,1.76,12.02,11,59,81.8,6.1,98.1,15,13.68,265,-441,325.5
1971,Aosta,AOS,spruce,AOSpcab9,2.43,16.91,11.2,60,81.8,6.1,98.1,15,13.61,235,-434,326.2
1972,Aosta,AOS,spruce,AOSpcab9,3.05,21.76,11.5,61,81.8,6.1,98.1,15,12.37,334,-289,327.3
1973,Aosta,AOS,spruce,AOSpcab9,1.59,11.57,11.7,62,81.8,6.1,98.1,15,13.25,334,-297,329.5
1974,Aosta,AOS,spruce,AOSpcab9,1.66,12.25,11.8,63,81.8,6.1,98.1,15,12.98,220,-450,330.1
1975,Aosta,AOS,spruce,AOSpcab9,2.13,15.97,12,64,81.8,6.1,98.1,15,12.68,438,-226,331
1976,Aosta,AOS,spruce,AOSpcab9,0.86,6.53,12.1,65,81.8,6.1,98.1,15,12.93,271,-348,332
1977,Aosta,AOS,spruce,AOSpcab9,1.78,13.66,12.3,66,81.8,6.1,98.1,15,11.7,643,95,333.7
1978,Aosta,AOS,spruce,AOSpcab9,2.52,19.69,12.6,67,81.8,6.1,98.1,15,11.66,271,-385,335.3
1979,Aosta,AOS,spruce,AOSpcab9,1.36,10.79,12.7,68,81.8,6.1,98.1,15,12.19,172,-475,336.7
1980,Aosta,AOS,spruce,AOSpcab9,2.18,17.54,12.9,69,81.8,6.1,98.1,15,12.02,248,-383,338.5
1981,Aosta,AOS,spruce,AOSpcab9,2.5,20.48,13.2,70,81.8,6.1,98.1,15,12.75,703,90,339.8
1982,Aosta,AOS,spruce,AOSpcab9,1.13,9.39,13.3,71,81.8,6.1,98.1,15,13.28,407,-262,341
1983,Aosta,AOS,spruce,AOSpcab9,1.95,16.39,13.5,72,81.8,6.1,98.1,15,12.74,481,-147,342.6
1984,Aosta,AOS,spruce,AOSpcab9,1.44,12.25,13.6,73,81.8,6.1,98.1,15,11.79,410,-222,344.3
1985,Aosta,AOS,spruce,AOSpcab9,2.14,18.45,13.8,74,81.8,6.1,98.1,15,13.05,291,-421,345.7
1986,Aosta,AOS,spruce,AOSpcab9,1.03,8.98,13.9,75,81.8,6.1,98.1,15,12.95,545,-93,347
1987,Aosta,AOS,spruce,AOSpcab9,0.65,5.7,14,76,81.8,6.1,98.1,15,13.45,351,-306,348.8
1988,Aosta,AOS,spruce,AOSpcab9,1.6,14.15,14.2,77,81.8,6.1,98.1,15,13.24,293,-344,351.3
1989,Aosta,AOS,spruce,AOSpcab9,0.91,8.12,14.2,78,81.8,6.1,98.1,15,13.44,376,-294,352.8
